"datasetId","measurementId","measurementType","referencingId","sourceDoi","sourceId","timeRelative","timeUnit","timeAbsolute","parameter","inheritId","parameterDescription","parameterDataType","parameterText","parameterStatistics","parameterNumeric","parameterNumericOperator","parameterUnit","parameterUncertaintyType","parameterUncertaintyLower","parameterUncertaintyUpper","parameterUncertaintyUnit","ownerGroup","protocolId","instrumentId","X","X.1"
"10.1016/j.carbon.2007.03.035",92,"Property",91,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",93,"Property",91,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",94,"Property",91,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",95,"Property",91,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",96,"Property",91,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",97,"Property",91,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",98,"Material",90,"",NA,NA,"",NA,"core component",NA,"Reported by Experimenter","Text","multi-walled carbon nanotube","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",99,"Property",98,"",NA,NA,"",NA,"Surface chemistry",NA,"Reported by Experimenter","Text","taurine","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",101,"Property",91,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","200","=","microgram","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",102,"Property",91,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","Intravenous","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",103,"Instance",26,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",104,"Medium",103,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",105,"Property",104,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",106,"Property",104,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",107,"Property",104,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",108,"Property",104,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",109,"Property",104,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",110,"Property",104,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",111,"Material",103,"",NA,NA,"",NA,"core component",NA,"Reported by Experimenter","Text","multi-walled carbon nanotube","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",112,"Property",111,"",NA,NA,"",NA,"Surface chemistry",NA,"Reported by Experimenter","Text","taurine","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",114,"Property",104,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","400","=","microgram","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",115,"Property",104,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","Intravenous","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",116,"Instance",26,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",117,"Medium",116,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",118,"Property",117,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",119,"Property",117,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",120,"Property",117,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",121,"Property",117,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",122,"Property",117,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",123,"Property",117,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",124,"Material",116,"",NA,NA,"",NA,"core component",NA,"Reported by Experimenter","Text","multi-walled carbon nanotube","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",125,"Property",124,"",NA,NA,"",NA,"Surface chemistry",NA,"Made by Experimenter","Text","taurine","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",127,"Property",117,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","600","=","microgram","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",128,"Property",117,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","Intravenous","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",129,"Instance",26,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",130,"Medium",129,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",131,"Property",130,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",132,"Property",130,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",133,"Property",130,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",134,"Property",130,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",135,"Property",130,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",136,"Property",130,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",137,"Material",129,"",NA,NA,"",NA,"core component",NA,"Reported by Experimenter","Text","multi-walled carbon nanotube","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",138,"Property",137,"",NA,NA,"",NA,"Surface chemistry",NA,"Made by Experimenter","Text","taurine","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",140,"Property",130,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","2","=","milligram","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",141,"Property",130,"",NA,NA,"",NA,"Time Interval",NA,"Reported by Experimenter","Text","five times of i.v. injection of 200 ll solution once every 2 h, ","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",142,"Property",130,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","Intravenous","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",143,"Instance",26,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",144,"Medium",143,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",145,"Property",144,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",146,"Property",144,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",147,"Property",144,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",148,"Property",144,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",149,"Property",144,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",150,"Property",144,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",151,"Material",143,"",NA,NA,"",NA,"core component",NA,"Reported by Experimenter","Text","multi-walled carbon nanotube","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",152,"Property",151,"",NA,NA,"",NA,"Surface chemistry",NA,"Made by Experimenter","Text","taurine","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",154,"Property",144,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","10","=","microgram","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",155,"Property",144,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","intratracheal instillation","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",156,"Instance",26,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",157,"Medium",156,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",158,"Property",157,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",159,"Property",157,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",160,"Property",157,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",161,"Property",157,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",162,"Property",157,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",163,"Property",157,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",164,"Material",156,"",NA,NA,"",NA,"core component",NA,"Reported by Experimenter","Text","multi-walled carbon nanotube","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",165,"Property",164,"",NA,NA,"",NA,"Surface chemistry",NA,"Made by Experimenter","Text","taurine","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",167,"Property",157,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","100","=","microgram","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",168,"Property",157,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","intratracheal instillation","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",169,"Instance",26,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",170,"Medium",169,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",171,"Property",170,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",172,"Property",170,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",173,"Property",170,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",174,"Property",170,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",175,"Property",170,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",176,"Property",170,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",177,"Material",169,"",NA,NA,"",NA,"core component",NA,"Reported by Experimenter","Text","multi-walled carbon nanotube","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",178,"Property",177,"",NA,NA,"",NA,"Surface chemistry",NA,"Made by Experimenter","Text","taurine","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",180,"Property",170,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","10","=","microgram","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",181,"Property",170,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","Gavage","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",182,"Instance",26,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",183,"Medium",182,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",184,"Property",183,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",185,"Property",183,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",186,"Property",183,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",187,"Property",183,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",188,"Property",183,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",189,"Property",183,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",190,"Material",182,"",NA,NA,"",NA,"core component",NA,"Reported by Experimenter","Text","multi-walled carbon nanotube","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",191,"Property",190,"",NA,NA,"",NA,"Surface chemistry",NA,"Made by Experimenter","Text","taurine","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",193,"Property",183,"",NA,NA,"",NA,"Dose",NA,"Reported by Experimenter","Numeric","","","600","=","microgram","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",194,"Property",183,"",NA,NA,"",NA,"Exposure route of administration",NA,"Reported by Experimenter","Text","Gavage","","","","","","","","","[]","[""10034""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",195,"Instance",32,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",196,"Medium",195,"",NA,NA,"",NA,"Class",NA,"Reported by Experimenter","Text","Mammal","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",197,"Property",196,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In Vivo","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",198,"Property",196,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10032""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",199,"Property",196,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","male","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",200,"Property",196,"",NA,NA,"",NA,"Body weight",NA,"Reported by Experimenter","Numeric","","","25","=","gram","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",201,"Property",196,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","Kunming","","","","","","","","","[]","[""10033""]","[]",NA,NA
"10.1016/j.carbon.2007.03.035",202,"Property",196,"",NA,NA,"",NA,"Number",NA,"Reported by Experimenter","Numeric","","","5","=","dimensionless","","","","","[]","[""10033""]","[]",NA,NA
